CMTE_ID,CMTE_NM,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,FEC_ELECTION_YR
C00464602,VICKY HARTZLER FOR CONGRESS,HARRISONVILLE,MO,647010531,H0MO04086,2020
C00500207,FRIENDS OF SUSAN BROOKS,INDIANAPOLIS,IN,462601308,H2IN05082,2020
C00551275,FRENCH HILL FOR ARKANSAS,LITTLE ROCK,AR,72217,H4AR02141,2020
C00656447,ELECT GABE FERRER,MIAMI,FL,33155,H8FL27110,2020
C00551374,GARY PALMER FOR CONGRESS,HOMEWOOD,AL,35209,H4AL06098,2020
C00547893,ELISE FOR CONGRESS,GLENS FALLS,NY,12801,H4NY21079,2020
C00548289,MATT ROSENDALE FOR MONTANA,HELENA,MT,596044907,H4MT00050,2020
C00467571,"ANDY BARR FOR CONGRESS, INC.",LEXINGTON,KY,40588,H0KY06104,2020
C00468579,WALORSKI FOR CONGRESS INC,MISHAWAKA,IN,465460954,H0IN02190,2020
C00470757,VOTETIPTON.COM,CORTEZ,CO,813211582,H6CO03139,2020
C00472159,DENNY HECK FOR CONGRESS,OLYMPIA,WA,98507,H0WA03161,2020
C00472365,"YODER FOR CONGRESS, INC",OVERLAND PARK,KS,662256742,H0KS03137,2020
C00501643,DAVID ROUZER FOR CONGRESS,WILMINGTON,NC,28406,H2NC07096,2020
C00502039,COLLINS FOR CONGRESS,GAINESVILLE,GA,30503,H2GA09150,2020
C00539866,ROBIN KELLY FOR CONGRESS,CHICAGO,IL,60654,H2IL02172,2020
C00602979,WILEY FOR CONGRESS,INDIAN BEACH,NC,28575,H0NC01036,2020
C00474189,MIKE KELLY FOR CONGRESS,LYNDORA,PA,16045,H0PA03271,2020
C00476291,JUSTIN AMASH FOR CONGRESS,GRAND RAPIDS,MI,49506,H0MI03126,2020
C00473132,MCKINLEY FOR CONGRESS,MORGANTOWN,WV,26507,H0WV01072,2020
C00476523,KAREN BASS FOR CONGRESS,WASHINGTON,DC,20003,H0CA33117,2020
C00476564,CICILLINE COMMITTEE,PROVIDENCE,RI,2903,H0RI01073,2020
C00540617,FRIENDS OF DAVID SCHWEIKERT,PHOENIX,AZ,850023176,H4AZ06045,2020
C00555813,KATHLEEN RICE FOR CONGRESS,MINEOLA,NY,11501,H4NY04075,2020
C00556365,KATKO FOR CONGRESS,ALEXANDRIA,VA,22314,H4NY24073,2020
C00556506,TED LIEU FOR CONGRESS,LOS ANGELES,CA,90017,H4CA33119,2020
C00558320,DONALD NORCROSS FOR CONGRESS,COLLINGSWOOD,NJ,8108,H4NJ01084,2020
C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,WASHINGTON,DC,20003,H4NJ12149,2020
C00558486,GARRET GRAVES FOR CONGRESS,BATON ROUGE,LA,70896,H4LA06153,2020
C00554709,MARK DESAULNIER FOR CONGRESS,CONCORD,CA,94524,H0CA10073,2020
C00476820,JOHNSON FOR CONGRESS,MARIETTA,OH,45750,H0OH06189,2020
C00608703,SCOTT TAYLOR FOR CONGRESS,RICHMOND,VA,23255,H0VA02118,2020
C00541862,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,H4MO08162,2020
C00541888,KATHERINE CLARK FOR CONGRESS,BELMONT,MA,24789998,H4MA05084,2020
C00543231,WALKER 4 NC,RALEIGH,NC,27624,H4NC06052,2020
C00708305,RICHARD FLEMING FOR CONGRESS,FARMERS BRANCH,TX,75244,H0TX24183,2020
C00502575,DR. RAUL RUIZ FOR CONGRESS,PALM DESERT,CA,92261,H2CA36439,2020
C00503185,RO FOR CONGRESS INC,SANTA CLARA,CA,95051,H4CA12055,2020
C00503094,MEADOWS FOR CONGRESS,HENDERSONVILLE,NC,28793,H2NC11080,2020
C00672154,DELINA DISANTO FOR CONGRESS,CAVE CREEK,AZ,85331,H8AZ04165,2020
C00460063,BILLY LONG FOR CONGRESS,SPRINGFIELD,MO,658084527,H0MO07113,2020
C00504019,RICK W. ALLEN FOR CONGRESS,AUGUSTA,GA,30903,H2GA12121,2020
C00504522,HUDSON FOR CONGRESS,CONCORD,NC,28027,H2NC08185,2020
C00506048,TOM RICE FOR CONGRESS,MYRTLE BEACH,SC,295720020,H2SC07066,2020
C00637868,COLIN ALLRED FOR CONGRESS,DALLAS,TX,75360,H8TX32098,2020
C00543363,CITIZENS FOR BOYLE,PHILADELPHIA,PA,19116,H4PA13199,2020
C00543892,LOUDERMILK FOR CONGRESS,CASSVILLE,GA,30123,H4GA11061,2020
C00253187,PETERSON FOR CONGRESS,DETROIT LAKES,MN,56501,H2MN07014,2020
C00376087,MARIO DIAZ-BALART FOR CONGRESS,MIAMI,FL,331733512,H2FL25018,2020
C00376244,KUSTOFF FOR CONGRESS 2002,MEMPHIS,TN,381201466,H2TN07103,2020
C00376665,COOPER FOR CONGRESS,NASHVILLE,TN,37219,H2TN05131,2020
C00481911,DANIEL WEBSTER FOR CONGRESS,WEBSTER,FL,33597,H0FL08208,2020
C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,FORT WORTH,TX,76105,H2TX33073,2020
C00506931,"FRIENDS FOR CHRIS STEWART, INC.",NORTH SALT LAKE,UT,840540370,H2UT02324,2020
C00507368,BEATTY FOR CONGRESS,COLUMBUS,OH,43216,H2OH03125,2020
C00543967,BUDDY CARTER FOR CONGRESS,SAVANNAH,GA,31412,H4GA01039,2020
C00544445,JODY HICE FOR CONGRESS,MONROE,GA,30655,H0GA07125,2020
C00279851,FRIENDS OF BENNIE THOMPSON,BOLTON,MS,390410100,H4MS02068,2020
C00574640,ANTHONY BROWN FOR CONGRESS,BOWIE,MD,20721,H6MD04209,2020
C00510461,PETE AGUILAR FOR CONGRESS,SAN BERNARDINO,CA,92423,H2CA31125,2020
C00512202,PAUL COOK FOR CONGRESS,YUCCA VALLEY,CA,922860365,H2CA08164,2020
C00512426,SEAN PATRICK MALONEY FOR CONGRESS,NEWBURGH,NY,12550,H2NY22139,2020
C00509729,THOMAS MASSIE FOR CONGRESS,NEWPORT,KY,41072,H2KY04121,2020
C00509968,CARTWRIGHT FOR CONGRESS,SCRANTON,PA,18501,H2PA17079,2020
C00512970,JOE KENNEDY FOR CONGRESS,NEWTON,MA,2459,H2MA04073,2020
C00573378,BUCK FOR COLORADO,GREELEY,CO,80633,H4CO04090,2020
C00573980,KELLY FOR CONGRESS,TUPELO,MS,38801,H6MS01131,2020
C00574236,ALLEN ELLISON FOR CONGRESS CAMPAIGN COMMITTEE,SEBRING,FL,33870,H0FL17159,2020
C00482737,AUSTIN SCOTT FOR CONGRESS INC,TIFTON,GA,31793,H0GA08099,2020
C00513077,JULIA BROWNLEY FOR CONGRESS,THOUSAND OAKS,CA,91358,H2CA00120,2020
C00513531,FILEMON VELA FOR CONGRESS,SAN ANTONIO,TX,78248,H2TX27190,2020
C00545616,"YOUNG FOR IOWA, INC.",VAN METER,IA,50261,H4IA03115,2020
C00545749,EMMER FOR CONGRESS,ANOKA,MN,55303,H4MN06087,2020
C00561530,MOOLENAAR FOR CONGRESS,MIDLAND,MI,486406824,H4MI04126,2020
C00561597,GLENN GROTHMAN FOR CONGRESS,FOND DU LAC,WI,549641215,H4WI06048,2020
C00666420,FRIENDS OF CLINT KOBLE,RENO,NV,89510,H8NV02095,2020
C00514513,PITTENGER FOR CONGRESS LLC,CHARLOTTE,NC,282201207,H2NC09134,2020
C00666453,NATE MCMURRAY FOR CONGRESS,LEWISTON,NY,14092,H8NY27176,2020
C00696625,CURTIS JOSEPH SOBIE 2020,CHAPEL HILL,NC,27515,H0NC04162,2020
C00518365,ESPAILLAT FOR CONGRESS,NEW YORK,NY,10034,H2NY13096,2020
C00412890,ADRIAN SMITH FOR CONGRESS,SCOTTSBLUFF,NE,693613563,H6NE03115,2020
C00694075,ALEX BALKIN FOR CONGRESS,SAN MARCOS,CA,92078,H0CA50103,2020
C00702365,SPECIALE FOR CONGRESS,NEW BERN,NC,28560,H0NC03156,2020
C00703447,ANDREW U. D. STRAW FOR VIRGINIA,WASHINGTON,DC,20005,H0VT01054,2020
C00679696,LEE MURPHY 2018,WILMINGTON,DE,19809,H8DE01044,2020
C00521948,RODNEY FOR CONGRESS,TAYLORVILLE,IL,625680344,H2IL13120,2020
C00331769,BARBARA LEE FOR CONGRESS,OAKLAND,CA,94621,H8CA09060,2020
C00563940,RALPH ABRAHAM FOR CONGRESS,MONROE,LA,712074062,H4LA05221,2020
C00655084,FRIENDS OF MARC FRIEDENBERG,PINE GROVE MILLS,PA,16868,H8PA05204,2020
C00494856,LOIS FRANKEL FOR CONGRESS,BOCA RATON,FL,33481,H2FL14053,2020
C00494930,CITIZENS FOR JOSH MANDEL INC,DUBLIN,OH,430178914,H0OH11072,2020
C00639781,DANIEL ELLYSON 2018,WARNER ROBINS,GA,31095,H8GA08092,2020
C00527457,FRIENDS OF DAVE JOYCE,DUBLIN,OH,430178914,H2OH14064,2020
C00528182,VIRGIN ISLANDS FOR PLASKETT,FREDERIKSTED,VI,841,H2VI00082,2020
C00701409,"PRINGLE FOR CONGRESS, INC.",MOBILE,AL,36602,H0AL01071,2020
C00632059,FRIENDS OF VANGIE WILLIAMS,FREDERICKSBURG,VA,22401,H8VA01303,2020
C00444968,FRIENDS OF BILL POSEY,MELBOURNE,FL,32941,H8FL15107,2020
C00446815,MCCLINTOCK FOR CONGRESS,SACRAMENTO,CA,95833,H8CA04152,2020
C00446906,KURT SCHRADER FOR CONGRESS,OREGON CITY,OR,97045,H8OR05107,2020
C00447748,BLAINE FOR CONGRESS 2008,ST. ELIZABETH,MO,65075,H8MO09153,2020
C00495952,SCHNEIDER FOR CONGRESS,DEERFIELD,IL,60015,H2IL10068,2020
C00497818,WENSTRUP FOR CONGRESS,CINCINNATI,OH,452090551,H2OH02085,2020
C00497933,CASTRO FOR CONGRESS,SAN ANTONIO,TX,78292,H2TX35011,2020
C00498121,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,CLEBURNE,TX,76031,H2TX33040,2020
C00498212,ALAN LOWENTHAL FOR CONGRESS,ENCINO,CA,91436,H2CA00104,2020
C00494583,TED YOHO FOR CONGRESS,GAINESVILLE,FL,32608,H2FL06109,2020
C00664375,ELAINE FOR CONGRESS,VIRGINIA BEACH,VA,23466,H8VA02111,2020
C00546499,MIKE BOST FOR CONGRESS COMMITTEE,MURPHYSBORO,IL,62966,H4IL12060,2020
C00546853,WALTERS FOR CONGRESS,IRVINE,CA,92618,H4CA45097,2020
C00457556,QUIGLEY FOR CONGRESS,CHICAGO,IL,60614,H0IL05096,2020
C00371203,JOHN CARTER FOR CONGRESS,ROUND ROCK,TX,78665,H2TX31044,2020
C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,LAREDO,TX,78040,H2TX23082,2020
C00372532,MICHAEL BURGESS FOR CONGRESS,DENTON,TX,762022334,H2TX26093,2020
C00373001,CITIZENS FOR TURNER,DAYTON,OH,454021603,H2OH03067,2020
C00373464,TIM RYAN FOR CONGRESS,NILES,OH,44446,H2OH17109,2020
C00374058,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,TUCSON,AZ,85702,H2AZ07070,2020
C00374231,ROB BISHOP FOR CONGRESS,BRIGHAM CITY,UT,84302,H2UT01094,2020
C00672352,COWEN FOR CONGRESS,JONESBORO,GA,302364179,H8GA13027,2020
C00656793,FRIENDS OF ADEM,BROOKLYN,NY,11213,H8NY09158,2020
C00699595,MATTHEW LUSK,JACKSONVILLE,FL,32221,H0FL05154,2020
C00700187,BRIAN BURLEY FOR CONGRESS,HUNTINGTON BEACH,CA,92649,H0CA48172,2020
C00307314,BLUMENAUER FOR CONGRESS,PORTLAND,OR,97214,H6OR03064,2020
C00310532,KAY GRANGER CAMPAIGN FUND,FORT WORTH,TX,761076547,H6TX12060,2020
C00311043,BRADY FOR CONGRESS,THE WOODLANDS,TX,773878277,H6TX08100,2020
C00666891,FRIENDS OF JENNIFER CHRISTIE,INDIANAPOLIS,IN,46268,H8IN05196,2020
C00668608,RASHIDA TLAIB FOR CONGRESS,DETROIT,MI,48232,H8MI13250,2020
C00670232,COMMITTEE TO ELECT SHAWNA ROBERTS,BELMONT,OH,43718,H8OH06133,2020
C00670463,SHAHID BUTTAR FOR CONGRESS COMMITTEE,SAN FRANCISCO,CA,94117,H8CA12262,2020
C00670844,MAD 4 PA PAC,GLENSIDE,PA,19038,H8PA04116,2020
C00390724,WALBERG FOR CONGRESS,JACKSON,MI,492041362,H4MI07103,2020
C00392688,"MCCAUL FOR CONGRESS, INC",AUSTIN,TX,787012514,H4TX10093,2020
C00312017,KIND FOR CONGRESS COMMITTEE,LA CROSSE,WI,54601,H6WI03099,2020
C00384057,STAND WITH SANCHEZ,GAITHERSBURG,MD,208833142,H2CA39078,2020
C00385773,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,WESTON,FL,33326,H4FL20023,2020
C00386748,VIRGINIA FOXX FOR CONGRESS,BOONE,NC,28607,H4NC05146,2020
C00706705,NATALIE CLINE FOR CONGRESS,WHEELING,WV,26003,H0WV01114,2020
C00708107,JON CURTIS FOR CONGRESS,ROUND ROCK,TX,78665,H0TX31071,2020
C00394957,SCALISE FOR CONGRESS,JEFFERSON,LA,701833219,H0LA01087,2020
C00326363,MIKE THOMPSON FOR CONGRESS,SACRAMENTO,CA,95841,H8CA01109,2020
C00327023,SCHAKOWSKY FOR CONGRESS,EVANSTON,IL,60204,H8IL09067,2020
C00329375,MEEKS FOR CONGRESS,JAMAICA,NY,11432,H8NY06048,2020
C00397505,MOORE FOR CONGRESS,MILWAUKEE,WI,53216,H4WI04183,2020
C00430991,FRIENDS FOR GREGORY MEEKS,JAMAICA,NY,11432,H8NY06048,2020
C00637918,FRIENDS OF RD,CHARLOTTESVILLE,VA,22902,H8VA05114,2020
C00638080,MICHAEL ERIN WOODY FOR CONGRESS,MORRO BAY,CA,93442,H8CA24150,2020
C00677286,"STEIL FOR WISCONSIN, INC.",JANESVILLE,WI,535451129,H8WI01156,2020
C00398644,MCNERNEY FOR CONGRESS,STOCKTON,CA,95269,H4CA11081,2020
C00401034,BRIAN HIGGINS FOR CONGRESS,BUFFALO,NY,14220,H4NY27076,2020
C00405431,DAN LIPINSKI FOR CONGRESS,WESTERN SPRINGS,IL,60558,H4IL03077,2020
C00333427,WALDEN FOR CONGRESS,HOOD RIVER,OR,970310037,H6OR02116,2020
C00334706,NAPOLITANO FOR CONGRESS,SACRAMENTO,CA,95814,H8CA34068,2020
C00344671,SUSAN DAVIS FOR CONGRESS,SAN DIEGO,CA,92138,H0CA49055,2020
C00344697,LANGEVIN FOR CONGRESS,WARWICK,RI,2886,H0RI02139,2020
C00575209,ANGIE CRAIG FOR CONGRESS,EAGAN,MN,55122,H6MN02131,2020
C00441352,STIVERS FOR CONGRESS,COLUMBUS,OH,432208113,H8OH15076,2020
C00639146,JOSH HARDER FOR CONGRESS,MODESTO,CA,95352,H8CA10126,2020
C00640714,DEAN PHILLIPS FOR CONGRESS,EXCELSIOR,MN,55331,H8MN03143,2020
C00640722,BRENT BEAL FOR CONGRESS,NACOGDOCHES,TX,75965,H8TX01044,2020
C00414318,LOEBSACK FOR CONGRESS,IOWA CITY,IA,52244,H6IA02146,2020
C00415182,FRIENDS OF JOHN SARBANES,WASHINGTON,DC,20003,H6MD03292,2020
C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,DECATUR,GA,30034,H6GA04129,2020
C00346080,CLAY JR. FOR CONGRESS,ST. LOUIS,MO,63108,H0MO01066,2020
C00433391,PINGREE FOR CONGRESS,PORTLAND,ME,4112,H8ME01120,2020
C00695957,FRIENDS OF AVERY,MINEOLA,NY,11501,H0NY07084,2020
C00435099,BILL FOSTER FOR CONGRESS,AURORA,IL,60598,H8IL14067,2020
C00408534,BILIRAKIS FOR CONGRESS,TARPON SPRINGS,FL,346880606,H6FL09070,2020
C00409219,MATSUI FOR CONGRESS,SACRAMENTO,CA,95812,H6CA05195,2020
C00410233,COURTNEY FOR CONGRESS,VERNON,CT,6066,H2CT02112,2020
C00650457,PERRY GERSHON FOR CONGRESS,EAST HAMPTON,NY,11937,H8NY01155,2020
C00648220,ANDY KIM FOR CONGRESS,MARLTON,NJ,8053,H8NJ03206,2020
C00435974,ANDY HARRIS FOR CONGRESS,STEVENSVILLE,MD,21666,H8MD01094,2020
C00437913,OLSON FOR CONGRESS COMMITTEE,SUGAR LAND,TX,774966381,H8TX22107,2020
C00697235,DANNY FOR CONGRESS,WOODSTOCK,IL,60098,H0IL14155,2020
C00438697,LATTA FOR CONGRESS,BOWLING GREEN,OH,434020106,H8OH05036,2020
C00648725,BRINDISI FOR CONGRESS,UTICA,NY,13503,H8NY22151,2020
C00441014,ROB WITTMAN FOR CONGRESS,ALEXANDRIA,VA,22313,H8VA01147,2020
C00410761,CASTOR FOR CONGRESS,TAMPA,FL,33606,H6FL11126,2020
C00691931,PARROTT FOR CONGRESS,HAGERSTOWN,MD,21742,H0MD06231,2020
C00692012,ORTIZ FOR CONGRESS,BRONX,NY,10472,H0NY15152,2020
C00693135,LIZ WAHL FOR TX-23,SAN ANTONIO,TX,78204,H0TX23144,2020
C00691592,DEVOR FOR CONGRESS,HOUSTON,TX,77057,H0TX07154,2020
C00419630,YARMUTH FOR CONGRESS,LOUISVILLE,KY,40206,H6KY03124,2020
C00420935,KEVIN MCCARTHY FOR CONGRESS,BAKERSFIELD,CA,933892667,H6CA22125,2020
C00354688,MCCOLLUM FOR CONGRESS,ST. PAUL,MN,55114,H0MN04049,2020
C00359034,GRAVES FOR CONGRESS,KANSAS CITY,MO,641082642,H0MO06073,2020
C00366948,STEPHEN LYNCH FOR CONGRESS,SOUTH BOSTON,MA,2127,H2MA09072,2020
C00442921,ANDRE CARSON FOR CONGRESS,INDIANAPOLIS,IN,46206,H8IN07184,2020
C00649061,COMMITTEE TO ELECT TEDRA COBB,CANTON,NY,13617,H8NY21245,2020
C00443705,JACKIE SPEIER FOR CONGRESS,BURLINGAME,CA,94011,H8CA12171,2020
C00444471,CITIZENS TO ELECT PHIL ROE TO CONGRESS,JOHNSON CITY,TN,376023218,H6TN01388,2020
C00444620,FRIENDS OF GLENN THOMPSON,ST. MARYS,PA,15857,H8PA05071,2020
C00412759,VERN BUCHANAN FOR CONGRESS,SARASOTA,FL,34230,H6FL13148,2020
C00413179,WELCH FOR CONGRESS,BURLINGTON,VT,5401,H6VT00160,2020
C00693630,COVERT FOR CONGRESS,BLUFFTON,SC,29910,H0SC01360,2020
C00693739,CHRIS ROWE FOR AMERICA,ELIZABETHTON,TN,37643,H0TN01043,2020
C00698753,ALLEN THOMAS FOR CONGRESS,RALEIGH,NC,27601,H0NC03248,2020
C00581090,FRIENDS OF PAUL MITCHELL,DRYDEN,MI,484289781,H4MI04118,2020
C00577999,"JIM BANKS FOR CONGRESS, INC.",FORT WAYNE,IN,468581431,H6IN03229,2020
C00649897,HIRAL FOR CONGRESS,PHOENIX,AZ,85080,H8AZ08083,2020
C00651042,KIRKPATRICK FOR CONGRESS,TUCSON,AZ,85702,H8AZ01104,2020
C00652743,JOHN ROSE FOR TENNESSEE,COOKEVILLE,TN,38502,H8TN06094,2020
C00653634,VAN TAYLOR CAMPAIGN,PLANO,TX,75093,H8TX03123,2020
C00638346,CHRISTINE4CONGRESS,LIBERTY HILL,TX,78642,H8TX31033,2020
C00694331,SAGER FOR AMERICA,PORT CRANE,NY,13833,H0NY22075,2020
C00700195,GREG MUSSELWHITE COMMITTEE TO ELECT FOR CONGRESS,FORT PIERCE,FL,34945,H0FL20120,2020
C00582635,JO RAE PERKINS FOR US CONGRESS,ALBANY,OR,97321,H6OR04203,2020
C00700294,VASQUEZ CAMPAIGN COMMITTEE,FORT WORTH,TX,76101,H0TX33010,2020
C00700534,ADRIENNE BELL FOR CONGRESS,FRIENDSWOOD,TX,77586,H8TX14120,2020
C00702159,COMMITTEE TO ELECT DANIEL ULYSSES LOCKWOOD,CARY,NC,27519,H0NC04170,2020
C00703215,TROEN FOR CONGRESS,OCOEE,FL,34761,H0FL10089,2020
C00704429,MARK CONGRESS 2020,NORCROSS,GA,30092,H0GA07232,2020
C00654889,JOSH FOR NY,OYSTER BAY,NY,117710330,H8NY03177,2020
C00655134,ANITA FOR ARIZONA,SCOTTSDALE,AZ,85267,H8AZ06103,2020
C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE,LOWELL,MA,1853,H8MA03106,2020
C00654640,RICK KENNEDY FOR CONGRESS,PFLUGERVILLE,TX,78691,H8TX17149,2020
C00656785,COMMITTEE TO ELECT CATHY ALBRO FOR CONGRESS,MIDDLEVILLE,MI,49333,H8MI03079,2020
C00696187,WILSKE FOR CONGRESS,IMPERIAL BEACH,CA,91932,H0CA50111,2020
C00696492,HUFFMAN FOR NC,HARRISBURG,NC,28075,H8NC08109,2020
C00696757,ANTHONY CLARK 2020,OAK PARK,IL,60302,H8IL07103,2020
C00393041,FRIENDS OF AMATA,PAGO PAGO,AS,96799,H4AS00036,2020
C00705079,RAUL FOR CONGRESS,CASTROVILLE,TX,78009,H0TX23177,2020
C00706069,CHRISTIAN F ACOSTA FOR CONGRESS,BOYNTON BEACH,FL,33426,H0FL21037,2020
C00707588,JEANNE SUPIN FOR CONGRESS,BOONE,NC,28607,H0NC05169,2020
C00708016,HANSEN FOR CONGRESS,DECORAH,IA,52101,H0IA01182,2020
C00658633,FRIENDS OF BEN MCADAMS,SALT LAKE CITY,UT,841522167,H8UT04053,2020
C00635342,CAMPAIGN OF LAURA ANN WEAVER,CINCINNATI,OH,45224,H8OH01084,2020
C00696922,FRIENDS FOR VIC,KANSAS CITY,MO,64155,H0MO06180,2020
C00697037,BRIER FOR CONGRESS,HERSHEY,PA,17033,H0PA10102,2020
C00697128,FRIENDS TO ELECT ROBERT EMMONS JR.,CHICAGO,IL,60620,H0IL01178,2020
C00697490,FRIENDS OF RACHEL KINSEY FOR CONGRESS,WOODSTOCK,GA,30189,H0GA11028,2020
C00697623,"MICHELE NIX COMMITTEE, INC",KINSTON,NC,28501,H0NC03131,2020
C00698167,OMAR KADIR POR TEJAS,ROUND ROCK,TX,78683,H0TX31055,2020
C00698787,DANA OUTLAW FOR CONGRESS,NEW BERN,NC,28562,H0NC03297,2020
C00698795,JOHN EAVES FOR CONGRESS,PEACHTREE CORNERS,GA,30092,H0GA07216,2020
C00698845,TANNER DO FOR CONGRESS,RICHARDSON,TX,75082,H0TX03096,2020
C00699363,COMMITTEE TO ELECT BILL BREWSTER,CONCORD,NC,28027,H0NC12124,2020
C00703801,JOSH SCHOENBLATT FOR CONGRESS,NORWALK,IA,50211,H0IA03196,2020
C00671362,COMMITTEE TO ELECT AIDA GRAY,COMSTOCK,MI,49041,H8MI06171,2020
C00592048,OMAR NAVARRO FOR CONGRESS,TORRANCE,CA,90505,H6CA44145,2020
C00709683,DEANNA FOR CONGRESS,SAN FRANCISCO,CA,94108,H0CA12137,2020
C00709758,JINEEA FOR CONGRESS,OSSINING,NY,10562,H0NY14262,2020
C00699744,TORRES FOR CONGRESS,EAST ELMHURST,NY,11370,H0NY15160,2020
C00700062,ANGELA ROMAN FOR CONGRESS,BROOKS,OR,97305,H0OR05088,2020
C00700419,GRAHAM BOYD FOR CONGRESS,PINETOWN,NC,27865,H0NC03305,2020
C00700526,STEVIE FOR CONGRESS,ALEXANDRIA,VA,22313,H0NC09211,2020
C00700716,JULIE OLIVER FOR CONGRESS,AUSTIN,TX,78767,H8TX25159,2020
C00700831,ABE MATTHEW FOR CONGRESS,CHICAGO,IL,60609,H0IL03091,2020
C00701367,RICHARD PARNELL HABERSHAM FOR CONGRESS,NEW YORK,NY,10032,H0NY13108,2020
C00701748,KATHLEEN WILLIAMS FOR MONTANA,BOZEMAN,MT,59771,H8MT01232,2020
C00701896,THE PEOPLE FOR RUSH DARWISH,CHICAGO,IL,60608,H0IL03109,2020
C00702191,CONOLE FOR CONGRESS,SYRACUSE,NY,13201,H0NY24063,2020
C00702209,RAY FOR CONGRESS,TUSTIN,CA,92782,H0CA45103,2020
C00475145,MARINO FOR CONGRESS,WILLIAMSPORT,PA,17703,H0PA10078,2020
C00607416,BRIAN FITZPATRICK FOR CONGRESS,LANGHORNE,PA,19047,H6PA08277,2020
C00694307,FRIENDS OF CAROL H IANNUZZI,LEWISVILLE,TX,75067,H0TX26121,2020
C00607200,SUOZZI FOR CONGRESS,GLEN COVE,NY,11542,H6NY03247,2020
C00698803,KEVIN BAIKO FOR CONGRESS,MOYOCK,NC,27958,H0NC03255,2020
C00703066,HIGHTOWER FOR ALABAMA,MOBILE,AL,36691,H0AL01089,2020
C00703124,MUSCATO FOR CONGRESS,SUN CITY,AZ,85351,H0AZ08072,2020
C00703546,IMAGINE BRETT FOR CONGRESS,SANTA FE,NM,87507,H0NM03094,2020
C00704031,DUVALL FOR CONGRESS,CHERRY HILL,NJ,8034,H0NJ01207,2020
C00704288,SALADINO FOR CONGRESS,STATEN ISLAND,NY,10305,H0NY11086,2020
C00704379,VOTE BRENDA LOPEZ INC,NORCROSS,GA,30091,H0GA07281,2020
C00704437,BURKETT FOR UTAH,ST. GEORGE,UT,84790,H0UT02245,2020
C00367862,MIKE ROGERS FOR CONGRESS,ANNISTON,AL,36201,H2AL03032,2020
C00369801,DAVID SCOTT FOR CONGRESS,RIVERDALE,GA,30296,H2GA13012,2020
C00370056,DEVIN NUNES CAMPAIGN COMMITTEE,VISALIA,CA,932906545,H8CA20059,2020
C00662874,SRI FOR CONGRESS,SUGAR LAND,TX,77478,H8TX22313,2020
C00705020,COMMITTEE TO ELECT JEFF RABINOWITZ,CLEARMONT,FL,34711,H0FL11194,2020
C00705145,OWENS FOR CONGRESS,MABLETON,GA,30126,H0GA13115,2020
C00705244,JAN EDWARDS FOR CONGRESS,ORLANDO,FL,32878,H0FL07119,2020
C00705459,SANJANETTA BARNES FOR CONGRESS,DICKINSON,TX,77539,H0TX14176,2020
C00706234,PAPAZIAN2020,BRONX,NY,10461,H0NY14247,2020
C00706754,CHRISTINE MANN FOR CONGRESS,LEANDER,TX,78641,H8TX31033,2020
C00706747,FRIENDS OF MCCORMICK,SUWANEE,GA,30024,H0GA07273,2020
C00707026,SHANNON HUTCHESON FOR CONGRESS,AUSTIN,TX,78703,H8TX10185,2020
C00707547,DARY FOR CONGRESS,CLOVIS,CA,93613,H0CA22094,2020
C00707620,ROB APODACA FOR CONGRESS,SANTA FE,NM,87502,H0NM03144,2020
C00707661,NAVARRO FOR NEVADA,LAS VEGAS,NV,89136,H0NV04031,2020
C00708941,ANDOM FOR CONGRESS,MOUNT VERNON,NY,10550,H0NY16135,2020
C00709014,BILL SCHAFER FOR CONGRESS,INDIANOLA,IA,50125,H0IA03204,2020
C00709535,CLINT CURTIS FOR CONGRESS,ORLANDO,FL,32807,H0FL06103,2020
C00167585,CITIZENS FOR WATERS,LONG BEACH,CA,90802,H4CA23011,2020
C00700161,FRIENDS OF KEITH SWANK,PUYALLUP,WA,98373,H2WA08166,2020
C00083428,SENSENBRENNER COMMITTEE,BROOKFIELD,WI,53008,H8WI09050,2020
C00670943,ROOT FOR CITIZEN CONGRESSMAN,DURANGO,CO,81302,H8CO03234,2020
C00680918,CASE FOR CONGRESS,HONOLULU,HI,96802,H2HI02128,2020
C00689554,OMAR2020,CORAL SPRINGS,FL,33067,H0FL22050,2020
C00313510,PASCRELL FOR CONGRESS,TEANECK,NJ,7666,H6NJ08118,2020
C00458877,KINZINGER FOR CONGRESS,OTTAWA,IL,613506965,H0IL11052,2020
C00649459,DIANE FOR COLORADO CD3,STEAMBOAT SPRINGS,CO,80477,H8CO03192,2020
C00716191,LOGAN WILDE FOR CONGRESS,MORGAN,UT,84050,H0UT01122,2020
